name,time,timestamp
chrome.exe,1238.28,2019-11-12 20:33:32
Code.exe,3428.55,2019-11-12 20:33:15
explorer.exe,0.0,2019-11-12 18:37:30
ApplicationFrameHost.exe,51.6,2019-11-12 19:08:39
LockApp.exe,173.83,2019-11-12 20:31:58
