name,cpu,ram,counter,timestamp
System Idle Process,112132.7,0.0,866,2019-10-28
System,6485.9,0.0,866,2019-10-28
Registry,7.7,295.53,866,2019-10-28
svchost.exe,3477.1,7807.29,866,2019-10-28
wuauclt.exe,0.0,20.64,866,2019-10-28
smss.exe,0.0,0.0,866,2019-10-28
chrome.exe,38219.0,21329.6,866,2019-10-28
csrss.exe,129.8,86.6,866,2019-10-28
wininit.exe,0.0,8.66,866,2019-10-28
rundll32.exe,0.4,45.79,866,2019-10-28
winlogon.exe,2.3,48.23,866,2019-10-28
services.exe,35.9,69.54,866,2019-10-28
lsass.exe,125.0,149.48,866,2019-10-28
AvastBrowserCrashHandler64.exe,0.0,0.13,866,2019-10-28
WUDFHost.exe,0.0,12.84,866,2019-10-28
fontdrvhost.exe,0.4,77.49,866,2019-10-28
aswidsagent.exe,318.7,381.23,866,2019-10-28
LockApp.exe,9.3,262.55,866,2019-10-28
wsc_proxy.exe,0.0,25.98,866,2019-10-28
dwm.exe,2546.7,482.91,866,2019-10-28
AutodeskDesktopApp.exe,0.0,53.57,866,2019-10-28
MicrosoftEdge.exe,0.0,121.24,866,2019-10-28
SkypeApp.exe,0.0,161.36,866,2019-10-28
igfxCUIService.exe,0.0,35.36,866,2019-10-28
AvastBrowser.exe,71.5,32.67,69,2019-10-28
MusNotifyIcon.exe,0.0,98.58,866,2019-10-28
taskhostw.exe,6.3,284.49,866,2019-10-28
NVDisplay.Container.exe,37.7,327.42,866,2019-10-28
Memory Compression,810.8,4236.9,866,2019-10-28
igfxEM.exe,2.4,59.68,866,2019-10-28
igfxHK.exe,0.0,47.48,866,2019-10-28
armsvc.exe,0.0,139.28,866,2019-10-28
RtkAudioService64.exe,0.6,34.64,866,2019-10-28
RAVBg64.exe,77054.3,128.61,866,2019-10-28
AdAppMgrSvc.exe,10.2,96.57,866,2019-10-28
AdobeUpdateService.exe,0.4,17.32,866,2019-10-28
igfxTray.exe,7.7,45.2,866,2019-10-28
AvastSvc.exe,1043.9,1922.72,866,2019-10-28
RuntimeBroker.exe,76.9,1601.44,866,2019-10-28
BtwRSupportService.exe,0.0,13.97,866,2019-10-28
Adobe Desktop Service.exe,116.9,284.48,866,2019-10-28
sqlbrowser.exe,2.0,8.66,866,2019-10-28
spoolsv.exe,0.0,91.28,866,2019-10-28
FNPLicensingService64.exe,3.3,25.98,866,2019-10-28
sqlwriter.exe,0.0,22.37,866,2019-10-28
SynTPEnhService.exe,0.0,16.95,866,2019-10-28
TeamViewer_Service.exe,4.1,57.7,866,2019-10-28
SecurityHealthService.exe,0.0,77.65,866,2019-10-28
jusched.exe,0.0,113.65,866,2019-10-28
ctfmon.exe,129.6,95.84,866,2019-10-28
sqlceip.exe,13.1,177.6,866,2019-10-28
AvastUI.exe,239.6,543.65,866,2019-10-28
CodeHelper.exe,27.4,162.24,866,2019-10-28
SkypeBackgroundHost.exe,0.0,77.94,866,2019-10-28
unsecapp.exe,0.0,34.64,866,2019-10-28
SynTPEnh.exe,29.1,115.4,866,2019-10-28
sihost.exe,43.7,383.48,866,2019-10-28
OneDrive.exe,12.4,369.24,866,2019-10-28
netsession_win.exe,259.9,107.45,866,2019-10-28
SynTPHelper.exe,0.0,8.66,866,2019-10-28
Spotify.exe,9274.6,3286.19,866,2019-10-28
SearchProtocolHost.exe,217.7,106.01,859,2019-10-28
explorer.exe,851.7,1498.76,866,2019-10-28
dllhost.exe,0.0,267.39,866,2019-10-28
