name,time,timestamp
Code.exe,81.57,2019-10-28
chrome.exe,2006.91,2019-10-28
Spotify.exe,83.54,2019-10-28
explorer.exe,28.8,2019-10-28
LockApp.exe,162.9,2019-10-28
Taskmgr.exe,721.14,2019-10-28
