name,cpu,ram,counter,timestamp
System Idle Process,10390.7,0.0,227,2019-11-12 20:54:35
System,2030.8,0.0,227,2019-11-12 20:54:35
Registry,6.5,72.49,227,2019-11-12 20:54:35
svchost.exe,1470.0,2377.89,227,2019-11-12 20:54:35
SearchFilterHost.exe,7.6,20.91,216,2019-11-12 20:54:35
wuauclt.exe,0.3,6.03,227,2019-11-12 20:54:35
smss.exe,0.0,0.0,227,2019-11-12 20:54:35
csrss.exe,33.2,22.7,227,2019-11-12 20:54:35
wininit.exe,0.0,2.27,227,2019-11-12 20:54:35
rundll32.exe,0.4,11.81,227,2019-11-12 20:54:35
winlogon.exe,0.5,11.45,227,2019-11-12 20:54:35
services.exe,17.5,20.02,227,2019-11-12 20:54:35
lsass.exe,44.5,44.5,227,2019-11-12 20:54:35
AvastBrowserCrashHandler64.exe,0.0,0.29,227,2019-11-12 20:54:35
WUDFHost.exe,0.2,4.18,227,2019-11-12 20:54:35
fontdrvhost.exe,0.0,6.97,227,2019-11-12 20:54:35
aswidsagent.exe,159.2,115.77,227,2019-11-12 20:54:35
LockApp.exe,0.0,70.29,227,2019-11-12 20:54:35
wsc_proxy.exe,0.4,6.81,227,2019-11-12 20:54:35
dwm.exe,1051.6,167.05,227,2019-11-12 20:54:35
MicrosoftEdge.exe,3.4,118.28,227,2019-11-12 20:54:35
igfxCUIService.exe,0.0,11.99,227,2019-11-12 20:54:35
taskhostw.exe,4.7,88.92,227,2019-11-12 20:54:35
NVDisplay.Container.exe,2.6,118.1,227,2019-11-12 20:54:35
Memory Compression,179.8,450.88,227,2019-11-12 20:54:35
igfxEM.exe,0.0,16.77,227,2019-11-12 20:54:35
igfxHK.exe,0.0,13.26,227,2019-11-12 20:54:35
armsvc.exe,1.2,38.41,227,2019-11-12 20:54:35
RtkAudioService64.exe,0.0,9.08,227,2019-11-12 20:54:35
Code.exe,5284.4,1973.92,227,2019-11-12 20:54:35
RAVBg64.exe,17756.8,31.58,227,2019-11-12 20:54:35
AdAppMgrSvc.exe,1.0,30.53,227,2019-11-12 20:54:35
RuntimeBroker.exe,124.9,577.67,227,2019-11-12 20:54:35
AdobeUpdateService.exe,0.4,4.54,227,2019-11-12 20:54:35
conhost.exe,555.1,144.24,227,2019-11-12 20:54:35
igfxTray.exe,1.4,13.04,227,2019-11-12 20:54:35
AvastSvc.exe,438.0,1094.57,227,2019-11-12 20:54:35
BtwRSupportService.exe,0.0,3.43,227,2019-11-12 20:54:35
Adobe Desktop Service.exe,25.6,74.2,227,2019-11-12 20:54:35
sqlbrowser.exe,0.0,2.27,227,2019-11-12 20:54:35
spoolsv.exe,0.2,23.74,227,2019-11-12 20:54:35
FNPLicensingService64.exe,0.9,6.81,227,2019-11-12 20:54:35
sqlwriter.exe,0.0,6.75,227,2019-11-12 20:54:35
SynTPEnhService.exe,0.0,4.37,227,2019-11-12 20:54:35
TeamViewer_Service.exe,4.1,15.64,227,2019-11-12 20:54:35
SecurityHealthService.exe,1.4,23.29,227,2019-11-12 20:54:35
ctfmon.exe,111.0,29.13,227,2019-11-12 20:54:35
sqlceip.exe,2.8,46.93,227,2019-11-12 20:54:35
AvastUI.exe,79.8,156.36,227,2019-11-12 20:54:35
SkypeBackgroundHost.exe,0.0,20.43,227,2019-11-12 20:54:35
unsecapp.exe,0.0,10.28,227,2019-11-12 20:54:35
SynTPEnh.exe,1284.1,32.73,227,2019-11-12 20:54:35
sihost.exe,58.1,105.65,227,2019-11-12 20:54:35
AvEmUpdate.exe,3.5,5.62,51,2019-11-12 18:33:17
SynTPHelper.exe,5.4,2.27,227,2019-11-12 20:54:35
bash.exe,0.0,65.57,227,2019-11-12 20:54:35
explorer.exe,233.2,434.78,227,2019-11-12 20:54:35
MicrosoftEdgeCP.exe,6.8,269.51,227,2019-11-12 20:54:35
dllhost.exe,0.4,87.49,227,2019-11-12 20:54:35
PresentationFontCache.exe,0.0,13.31,227,2019-11-12 20:54:35
AGSService.exe,0.0,34.05,227,2019-11-12 20:54:35
