name,time,timestamp
chrome.exe,993.8,2019-11-13 22:58:38
Code.exe,41.84,2019-11-13 22:53:11
ApplicationFrameHost.exe,930.15,2019-11-13 22:52:09
Discord.exe,0.0,2019-11-13 22:50:15
SearchUI.exe,0.0,2019-11-13 22:50:24
