timestamp,netin,netout,diskin,diskout,cpu,ram
2019-11-12 20,1528.56,63905.1,1680926.42,915373.63,132.2,225.3
2019-11-12 21,17880.17,747580.25,19631131.33,10685505.88,2032.7,2557.7
