name,time,timestamp
Code.exe,2830.12,2019-11-12 21:34:05
chrome.exe,407.84,2019-11-12 21:22:20
ApplicationFrameHost.exe,85.55,2019-11-12 21:21:15
explorer.exe,0.0,2019-11-12 21:21:29
