name,time,timestamp
Code.exe,122.82,2019-10-29
chrome.exe,5164.02,2019-10-29
Spotify.exe,118.32,2019-10-29
Taskmgr.exe,35.39,2019-10-29
mintty.exe,40.48,2019-10-29
powershell.exe,58.7,2019-10-29
explorer.exe,7.06,2019-10-29
SearchUI.exe,0.0,2019-10-29
LockApp.exe,69729.23,2019-10-29
