name,cpu,ram,counter,timestamp
System Idle Process,8720.7,0.0,92,2019-11-14 22:29:05
System,806.7,0.0,92,2019-11-14 22:29:05
Registry,1.1,15.94,92,2019-11-14 22:29:05
chrome.exe,3198.5,2823.17,92,2019-11-14 22:29:05
conhost.exe,56.5,54.23,92,2019-11-14 22:29:05
svchost.exe,472.5,849.84,92,2019-11-14 22:29:05
wuauclt.exe,0.0,2.0,92,2019-11-14 22:29:05
smss.exe,0.0,0.0,92,2019-11-14 22:29:05
csrss.exe,17.4,9.2,92,2019-11-14 22:29:05
wininit.exe,0.0,0.92,92,2019-11-14 22:29:05
rundll32.exe,0.0,4.68,92,2019-11-14 22:29:05
winlogon.exe,0.0,4.6,92,2019-11-14 22:29:05
services.exe,1.6,6.52,92,2019-11-14 22:29:05
lsass.exe,3.5,17.3,92,2019-11-14 22:29:05
AvastBrowserCrashHandler64.exe,0.0,0.0,92,2019-11-14 22:29:05
WUDFHost.exe,0.0,1.03,92,2019-11-14 22:29:05
fontdrvhost.exe,0.0,5.51,92,2019-11-14 22:29:05
aswidsagent.exe,48.9,48.55,92,2019-11-14 22:29:05
LockApp.exe,0.0,28.52,92,2019-11-14 22:29:05
wsc_proxy.exe,0.0,2.76,92,2019-11-14 22:29:05
dwm.exe,299.0,40.95,92,2019-11-14 22:29:05
MicrosoftEdge.exe,3.2,43.95,92,2019-11-14 22:29:05
igfxCUIService.exe,0.0,3.74,92,2019-11-14 22:29:05
taskhostw.exe,0.4,31.63,92,2019-11-14 22:29:05
NVDisplay.Container.exe,0.0,31.1,92,2019-11-14 22:29:05
Memory Compression,56.4,157.7,92,2019-11-14 22:29:05
igfxEM.exe,0.0,5.63,92,2019-11-14 22:29:05
igfxHK.exe,0.0,4.75,92,2019-11-14 22:29:05
armsvc.exe,0.0,14.77,92,2019-11-14 22:29:05
RtkAudioService64.exe,0.0,3.53,92,2019-11-14 22:29:05
RAVBg64.exe,7902.8,12.31,92,2019-11-14 22:29:05
AdAppMgrSvc.exe,0.3,11.3,92,2019-11-14 22:29:05
igfxTray.exe,0.0,4.16,92,2019-11-14 22:29:05
AvastSvc.exe,100.3,269.62,92,2019-11-14 22:29:05
BtwRSupportService.exe,0.0,0.92,92,2019-11-14 22:29:05
sqlbrowser.exe,0.5,0.92,92,2019-11-14 22:29:05
spoolsv.exe,0.0,8.85,92,2019-11-14 22:29:05
FNPLicensingService64.exe,0.0,2.76,92,2019-11-14 22:29:05
sqlwriter.exe,0.0,1.88,92,2019-11-14 22:29:05
SynTPEnhService.exe,0.0,1.09,92,2019-11-14 22:29:05
RuntimeBroker.exe,2.5,209.52,92,2019-11-14 22:29:05
TeamViewer_Service.exe,0.6,5.5,92,2019-11-14 22:29:05
SecurityHealthService.exe,0.0,7.64,92,2019-11-14 22:29:05
ctfmon.exe,8.5,10.27,92,2019-11-14 22:29:05
sqlceip.exe,2.6,19.15,92,2019-11-14 22:29:05
AvastUI.exe,23.3,58.58,92,2019-11-14 22:29:05
SkypeBackgroundHost.exe,0.0,8.98,92,2019-11-14 22:29:05
unsecapp.exe,0.0,3.92,92,2019-11-14 22:29:05
SynTPEnh.exe,47.1,10.43,92,2019-11-14 22:29:05
sihost.exe,2.0,39.76,92,2019-11-14 22:29:05
bash.exe,0.0,24.41,92,2019-11-14 22:29:05
SynTPHelper.exe,0.8,0.92,92,2019-11-14 22:29:05
CCXProcess.exe,0.0,2.76,92,2019-11-14 22:29:05
explorer.exe,31.1,116.65,92,2019-11-14 22:29:05
MicrosoftEdgeCP.exe,0.6,105.94,92,2019-11-14 22:29:05
dllhost.exe,0.0,32.74,92,2019-11-14 22:29:05
Code.exe,657.7,757.98,92,2019-11-14 22:29:05
PresentationFontCache.exe,0.0,5.3,92,2019-11-14 22:29:05
AGSService.exe,0.0,6.34,92,2019-11-14 22:29:05
EvernoteClipper.exe,0.0,1.84,92,2019-11-14 22:29:05
RtkNGUI64.exe,0.0,10.19,92,2019-11-14 22:29:05
java.exe,8.6,249.09,92,2019-11-14 22:29:05
AppVShNotify.exe,0.0,15.64,92,2019-11-14 22:29:05
SearchUI.exe,0.0,37.41,92,2019-11-14 22:29:05
ApplicationFrameHost.exe,0.0,22.53,92,2019-11-14 22:29:05
SkypeApp.exe,0.0,24.28,92,2019-11-14 22:29:05
AvastBrowserCrashHandler.exe,0.0,0.27,92,2019-11-14 22:29:05
wlanext.exe,0.6,6.26,92,2019-11-14 22:29:05
