name,cpu,ram,counter,timestamp
System Idle Process,44830.5,0.0,1400,2019-11-05 22:51:16
System,12253.0,0.0,1400,2019-11-05 22:51:16
Registry,12.4,345.35,1400,2019-11-05 22:51:16
svchost.exe,5397.2,13023.17,1400,2019-11-05 22:51:16
bash.exe,0.3,377.22,1400,2019-11-05 22:51:16
wuauclt.exe,0.0,35.03,1400,2019-11-05 22:51:16
Microsoft.Python.LanguageServer.exe,1460.6,9065.35,1400,2019-11-05 22:51:16
smss.exe,0.0,0.0,1400,2019-11-05 22:51:16
csrss.exe,379.6,139.36,1400,2019-11-05 22:51:16
wininit.exe,0.6,14.0,1400,2019-11-05 22:51:16
rundll32.exe,2.5,76.98,1400,2019-11-05 22:51:16
winlogon.exe,0.0,70.0,1400,2019-11-05 22:51:16
services.exe,16.5,104.17,1400,2019-11-05 22:51:16
lsass.exe,105.8,236.7,1400,2019-11-05 22:51:16
AvastBrowserCrashHandler64.exe,0.0,1.65,1400,2019-11-05 22:51:16
WUDFHost.exe,0.0,25.46,1400,2019-11-05 22:51:16
Microsoft.Photos.exe,0.0,513.11,1400,2019-11-05 22:51:16
fontdrvhost.exe,0.6,142.62,1400,2019-11-05 22:51:16
chrome.exe,44617.3,37099.86,1400,2019-11-05 22:51:16
aswidsagent.exe,562.0,658.0,1400,2019-11-05 22:51:16
LockApp.exe,0.0,448.0,1400,2019-11-05 22:51:16
wsc_proxy.exe,0.0,42.0,1400,2019-11-05 22:51:16
dwm.exe,6320.6,748.58,1400,2019-11-05 22:51:16
SearchFilterHost.exe,155.2,136.16,1355,2019-11-05 22:51:16
MicrosoftEdge.exe,9.0,1011.85,1400,2019-11-05 22:51:16
igfxCUIService.exe,0.3,56.8,1400,2019-11-05 22:51:16
taskhostw.exe,1.0,467.33,1400,2019-11-05 22:51:16
NVDisplay.Container.exe,0.6,490.49,1400,2019-11-05 22:51:16
Code.exe,16225.1,10448.11,1400,2019-11-05 22:51:16
Memory Compression,855.5,3743.29,1400,2019-11-05 22:51:16
igfxEM.exe,0.0,85.45,1400,2019-11-05 22:51:16
igfxHK.exe,0.6,82.04,1400,2019-11-05 22:51:16
armsvc.exe,0.0,225.63,1400,2019-11-05 22:51:16
RtkAudioService64.exe,0.0,56.0,1400,2019-11-05 22:51:16
RAVBg64.exe,103084.8,180.79,1400,2019-11-05 22:51:16
AdAppMgrSvc.exe,13.6,183.28,1400,2019-11-05 22:51:16
AdobeUpdateService.exe,5.1,28.88,1400,2019-11-05 22:51:16
igfxTray.exe,0.6,59.03,1400,2019-11-05 22:51:16
AvastSvc.exe,1374.0,878.95,1400,2019-11-05 22:51:16
BtwRSupportService.exe,0.0,24.18,1400,2019-11-05 22:51:16
Adobe Desktop Service.exe,216.3,394.85,1400,2019-11-05 22:51:16
sqlbrowser.exe,8.1,22.51,1400,2019-11-05 22:51:16
